# 2021   6   1   3  2021   6   1   5  37    .02
#year,month,day,hour,lat,lon,ave(frp),max(frp),ave(confidence),N
2021,6,1,3,59.30,105.64,5.82,5.82,1.00,1
2021,6,1,3,59.30,133.98,3.49,3.49,1.00,1
2021,6,1,3,59.30,134.00,3.49,3.49,1.00,1
2021,6,1,3,58.98,111.58,2.45,2.45,3.00,1
2021,6,1,3,58.98,111.60,2.45,2.45,3.00,1
2021,6,1,3,58.98,111.62,2.45,2.45,1.00,1
2021,6,1,3,58.52,109.50,4.74,4.74,1.00,1
2021,6,1,3,58.52,109.52,4.74,4.74,1.00,1
2021,6,1,3,58.50,109.52,4.74,4.74,3.00,1
2021,6,1,3,58.50,109.54,4.74,4.74,3.00,1
2021,6,1,3,58.48,107.58,10.27,14.97,1.00,3
2021,6,1,3,58.48,107.60,11.34,14.97,1.00,2
2021,6,1,3,58.46,107.60,15.00,15.00,1.00,1
2021,6,1,3,58.46,107.62,15.00,15.00,1.00,1
2021,6,1,3,58.44,107.62,15.02,15.02,1.00,1
2021,6,1,3,58.44,107.64,15.02,15.02,1.00,1
2021,6,1,3,58.08,106.46,16.64,20.46,1.00,4
2021,6,1,3,58.06,106.48,14.51,18.16,1.00,4
2021,6,1,3,58.06,106.50,14.51,18.16,1.00,4
2021,6,1,3,58.06,106.52,14.51,18.16,1.00,4
2021,6,1,3,58.04,106.50,14.52,18.18,1.00,4
2021,6,1,3,58.04,106.52,14.52,18.18,1.00,4
2021,6,1,3,58.04,106.54,14.53,18.18,1.00,4
2021,6,1,3,57.90,105.84,11.81,15.70,1.00,6
2021,6,1,3,57.90,105.86,11.82,15.70,1.00,6
2021,6,1,3,57.88,105.86,12.67,15.79,1.00,5
2021,6,1,3,57.88,105.88,12.67,15.79,1.00,5
2021,6,1,3,57.38,100.24,3.70,4.01,3.00,6
2021,6,1,3,57.38,106.92,6.23,7.96,3.00,3
2021,6,1,3,57.38,106.94,6.25,7.98,3.00,3
2021,6,1,3,57.38,106.96,5.18,5.39,3.00,3
2021,6,1,3,57.38,106.98,5.18,5.39,3.00,3
2021,6,1,3,57.38,107.00,5.18,5.39,3.00,3
2021,6,1,3,57.36,100.28,3.78,4.09,3.00,5
2021,6,1,3,57.36,100.30,3.78,4.09,2.20,5
2021,6,1,3,57.36,106.94,6.25,7.98,3.00,3
2021,6,1,3,57.36,106.96,6.13,7.64,3.00,3
2021,6,1,3,57.36,106.98,5.18,5.39,3.00,3
2021,6,1,3,57.36,107.00,5.19,5.42,3.00,3
2021,6,1,3,57.36,107.02,5.20,5.42,3.00,3
2021,6,1,3,57.34,100.30,3.94,4.09,1.00,3
2021,6,1,3,57.32,99.02,5.82,5.82,3.00,1
2021,6,1,3,57.32,99.04,5.82,5.82,3.00,1
2021,6,1,3,57.30,99.00,3.83,3.83,1.00,1
2021,6,1,3,57.30,99.02,3.83,3.83,1.00,1
2021,6,1,3,57.30,99.04,6.03,6.24,3.00,2
2021,6,1,3,57.30,99.06,6.03,6.24,3.00,2
2021,6,1,3,56.94,99.84,3.16,3.16,3.00,1
2021,6,1,3,56.92,99.86,2.93,2.93,1.00,1
2021,6,1,3,56.92,99.88,2.93,2.93,1.00,1
2021,6,1,3,56.88,104.48,5.58,6.04,3.00,5
2021,6,1,3,56.88,104.50,5.58,6.04,3.00,5
2021,6,1,3,56.86,104.50,5.58,6.04,2.60,5
2021,6,1,3,56.86,104.52,5.58,6.04,2.60,5
2021,6,1,3,56.86,104.54,5.58,6.04,2.60,5
2021,6,1,3,56.84,104.54,5.64,6.04,2.00,4
2021,6,1,3,56.84,104.56,5.64,6.04,2.00,4
2021,6,1,3,56.74,99.32,4.54,4.54,1.00,1
2021,6,1,3,56.74,99.34,4.54,4.54,1.00,1
2021,6,1,3,56.74,99.36,4.54,4.54,1.00,1
2021,6,1,3,56.72,100.26,6.22,6.56,3.00,4
2021,6,1,3,56.70,100.28,5.53,5.88,2.60,5
2021,6,1,3,56.70,100.30,5.64,5.88,3.00,4
2021,6,1,3,56.70,100.32,5.64,5.88,3.00,4
2021,6,1,3,56.68,100.32,5.64,5.88,3.00,4
2021,6,1,3,56.68,100.34,5.64,5.88,3.00,4
2021,6,1,3,56.64,107.12,4.86,4.86,1.00,1
2021,6,1,3,56.26,98.16,4.47,4.81,2.50,4
2021,6,1,3,56.26,98.18,4.45,4.81,2.33,3
2021,6,1,3,56.26,98.20,4.45,4.81,2.33,3
2021,6,1,3,56.24,98.20,4.44,4.84,1.67,3
2021,6,1,3,56.24,98.22,4.65,4.84,2.00,2
2021,6,1,3,56.22,98.24,3.70,3.70,3.00,1
2021,6,1,3,56.22,98.26,3.70,3.70,3.00,1
2021,6,1,3,56.10,99.62,4.69,4.69,3.00,1
2021,6,1,3,56.10,99.64,4.69,4.69,3.00,1
2021,6,1,3,56.08,99.64,4.71,4.71,3.00,1
2021,6,1,3,56.08,99.66,4.53,4.60,2.00,2
2021,6,1,3,56.08,99.68,4.52,4.60,2.33,3
2021,6,1,3,56.06,99.68,4.52,4.60,3.00,3
2021,6,1,3,56.06,99.70,4.53,4.63,3.00,3
2021,6,1,3,56.06,103.60,4.79,4.79,1.00,1
2021,6,1,3,56.04,103.62,4.29,4.29,1.00,1
2021,6,1,3,54.04,102.14,4.66,4.66,3.00,1
2021,6,1,3,54.04,102.16,4.66,4.66,3.00,1
2021,6,1,3,54.04,102.18,4.66,4.66,1.00,1
2021,6,1,3,54.02,102.18,4.66,4.66,1.00,1
2021,6,1,3,52.80,138.60,6.33,6.33,1.00,1
2021,6,1,3,52.78,138.60,6.33,6.33,1.00,1
2021,6,1,3,51.98,140.58,10.22,10.22,1.00,1
2021,6,1,3,51.98,140.60,10.22,10.22,1.00,1
2021,6,1,3,51.96,140.58,8.83,10.22,1.00,3
2021,6,1,3,51.96,140.60,9.24,10.22,1.00,2
2021,6,1,3,51.16,142.60,7.73,7.96,3.00,3
2021,6,1,3,51.16,142.62,8.08,8.12,2.33,3
2021,6,1,3,51.14,142.60,7.73,7.96,1.67,3
2021,6,1,3,51.08,138.22,8.94,9.11,1.00,2
2021,6,1,3,50.76,142.96,5.46,5.46,1.00,1
2021,6,1,3,50.14,142.28,13.05,13.17,3.00,2
2021,6,1,3,50.14,142.30,13.05,13.17,3.00,2
2021,6,1,3,50.12,142.28,13.05,13.17,3.00,2
2021,6,1,3,50.12,142.30,13.05,13.17,3.00,2
