# 2021   6   1  12  2021   6   1  13  37    .02
#year,month,day,hour,lat,lon,ave(frp),max(frp),ave(confidence),N
2021,6,1,12,59.60,117.12,2.86,2.86,1.00,1
2021,6,1,12,59.60,117.14,2.86,2.86,3.00,1
2021,6,1,12,58.48,107.58,11.42,11.42,1.00,1
2021,6,1,12,58.48,107.60,11.42,11.42,1.00,1
2021,6,1,12,58.46,107.60,11.93,12.41,1.00,2
2021,6,1,12,58.46,107.62,11.93,12.41,1.00,2
2021,6,1,12,58.44,107.62,11.81,12.41,1.00,2
2021,6,1,12,58.44,107.64,11.82,12.43,1.00,2
2021,6,1,12,58.08,106.46,13.86,13.86,1.00,1
2021,6,1,12,57.60,105.22,2.45,2.45,1.00,1
2021,6,1,12,55.72,100.50,8.82,8.82,1.00,1
2021,6,1,12,55.72,100.52,8.82,8.82,1.00,1
2021,6,1,12,55.72,100.54,8.82,8.82,1.00,1
2021,6,1,12,55.06,129.36,6.05,6.05,3.00,1
2021,6,1,12,55.06,129.38,6.05,6.05,3.00,1
2021,6,1,12,55.04,129.38,6.05,6.05,3.00,1
2021,6,1,12,52.52,143.16,3.73,4.02,3.00,2
2021,6,1,12,52.52,143.18,3.73,4.02,3.00,2
2021,6,1,12,52.52,143.20,4.18,4.83,3.00,2
2021,6,1,12,52.52,143.22,4.18,4.83,3.00,2
2021,6,1,12,52.50,143.16,3.73,4.02,3.00,2
2021,6,1,12,52.50,143.18,3.73,4.02,3.00,2
2021,6,1,12,52.50,143.20,4.18,4.83,3.00,2
2021,6,1,12,52.50,143.22,4.18,4.83,3.00,2
2021,6,1,12,50.12,126.72,5.18,5.18,3.00,1
2021,6,1,12,50.12,126.74,5.18,5.18,3.00,1
2021,6,1,12,48.90,118.66,3.62,3.62,3.00,1
2021,6,1,12,48.88,118.66,3.39,3.39,3.00,1
2021,6,1,12,48.88,118.68,3.39,3.39,3.00,1
2021,6,1,12,48.82,119.72,4.50,4.50,3.00,1
2021,6,1,12,48.10,115.30,4.07,4.07,3.00,1
2021,6,1,12,48.00,102.48,15.07,15.07,1.00,1
2021,6,1,12,48.00,102.50,15.07,15.07,1.00,1
2021,6,1,12,47.96,104.60,17.73,17.73,1.00,1
2021,6,1,12,47.96,104.62,17.73,17.73,1.00,1
2021,6,1,12,47.94,104.62,17.73,17.73,1.00,1
2021,6,1,12,47.94,104.64,17.73,17.73,1.00,1
2021,6,1,12,47.88,120.48,1.93,1.93,3.00,1
2021,6,1,12,47.86,120.48,1.93,1.93,3.00,1
2021,6,1,12,47.86,120.50,1.93,1.93,3.00,1
2021,6,1,12,47.64,114.94,5.44,5.44,3.00,1
2021,6,1,12,47.64,114.96,5.44,5.44,3.00,1
2021,6,1,12,47.64,119.94,1.27,1.27,1.00,1
2021,6,1,12,47.48,115.52,2.45,2.45,1.00,1
2021,6,1,12,47.22,130.74,14.05,14.05,3.00,1
2021,6,1,12,47.16,131.08,26.89,26.89,3.00,1
2021,6,1,12,47.16,131.10,26.89,26.89,3.00,1
2021,6,1,12,47.14,131.10,26.89,26.89,3.00,1
2021,6,1,12,46.78,122.64,4.88,4.88,1.00,1
2021,6,1,12,46.10,123.24,8.57,8.57,1.00,1
2021,6,1,12,46.00,126.90,10.97,10.97,3.00,1
2021,6,1,12,45.98,126.90,10.97,10.97,3.00,1
2021,6,1,12,45.56,106.76,6.11,6.11,3.00,1
2021,6,1,12,45.48,106.84,3.48,3.48,1.00,1
2021,6,1,12,45.34,121.02,8.67,8.67,3.00,1
2021,6,1,12,45.34,121.04,8.67,8.67,3.00,1
2021,6,1,12,45.12,123.62,5.18,5.18,3.00,1
2021,6,1,12,44.88,133.50,5.90,5.90,1.00,1
2021,6,1,12,44.48,133.26,15.15,15.15,3.00,1
2021,6,1,12,44.46,102.12,8.43,8.43,1.00,1
2021,6,1,12,44.46,133.36,13.98,13.98,5.00,1
2021,6,1,12,44.46,133.38,13.98,13.98,5.00,1
2021,6,1,12,44.44,124.74,16.76,19.86,1.00,3
2021,6,1,12,44.44,124.76,16.76,19.86,1.00,3
2021,6,1,12,44.44,133.36,13.98,13.98,5.00,1
2021,6,1,12,44.44,133.38,13.98,13.98,5.00,1
2021,6,1,12,44.26,106.44,8.24,8.24,1.00,1
2021,6,1,12,44.26,106.46,8.27,8.27,1.00,1
2021,6,1,12,44.24,106.46,8.27,8.27,1.00,1
2021,6,1,12,43.96,144.16,6.39,6.39,1.00,1
2021,6,1,12,43.94,144.18,7.46,7.46,3.00,1
2021,6,1,12,43.88,122.84,5.11,5.11,3.00,1
2021,6,1,12,43.62,122.26,10.54,16.05,1.00,3
2021,6,1,12,43.60,122.26,10.54,16.05,1.00,3
2021,6,1,12,43.60,122.28,10.53,16.05,1.00,3
2021,6,1,12,43.42,105.62,4.72,4.72,1.00,1
2021,6,1,12,43.42,105.64,4.72,4.72,1.00,1
2021,6,1,12,43.34,145.26,14.00,14.00,3.00,1
2021,6,1,12,43.32,145.26,14.04,14.04,3.00,1
2021,6,1,12,43.32,145.28,14.04,14.04,1.00,1
2021,6,1,12,43.18,124.36,10.69,14.26,1.00,2
2021,6,1,12,43.18,124.38,10.69,14.26,1.00,2
2021,6,1,12,43.16,124.38,10.72,14.30,1.00,2
2021,6,1,12,43.10,112.88,10.68,10.68,1.00,1
2021,6,1,12,43.10,112.90,10.68,10.68,3.00,1
2021,6,1,12,43.02,144.90,12.49,12.49,3.00,1
2021,6,1,12,43.02,144.92,12.49,12.49,3.00,1
2021,6,1,12,42.94,99.32,12.60,12.60,1.00,1
2021,6,1,12,42.94,99.34,12.60,12.60,1.00,1
2021,6,1,12,42.02,102.50,12.66,12.66,1.00,1
2021,6,1,12,41.90,102.72,7.12,7.12,1.00,1
2021,6,1,12,41.16,122.98,10.22,10.22,1.00,1
2021,6,1,12,41.16,123.00,8.84,8.84,1.00,1
2021,6,1,12,41.14,122.98,28.87,28.87,1.00,1
2021,6,1,12,41.12,122.98,23.50,28.87,1.00,2
2021,6,1,12,41.12,123.00,23.50,28.87,1.00,2
2021,6,1,12,41.12,123.02,29.50,29.50,1.00,1
2021,6,1,12,40.18,100.54,52.15,52.15,1.00,1
2021,6,1,12,40.18,100.56,52.15,52.15,1.00,1
2021,6,1,12,38.94,106.44,12.16,12.16,1.00,1
2021,6,1,12,38.56,112.38,21.57,21.57,3.00,1
2021,6,1,12,38.56,112.40,21.57,21.57,3.00,1
2021,6,1,12,38.54,112.40,21.57,21.57,3.00,1
2021,6,1,12,37.88,140.60,13.92,13.92,3.00,1
2021,6,1,12,37.88,140.62,9.15,12.71,2.00,2
2021,6,1,12,37.58,112.24,11.75,11.75,3.00,1
2021,6,1,12,37.48,92.74,10.18,10.18,1.00,1
2021,6,1,12,37.48,92.76,10.18,10.18,1.00,1
2021,6,1,12,36.08,117.84,7.38,7.38,1.00,1
2021,6,1,12,35.56,140.10,8.70,8.70,1.00,1
2021,6,1,12,35.22,138.54,28.63,28.63,3.00,1
2021,6,1,12,34.46,133.44,22.94,22.94,1.00,1
2021,6,1,12,33.04,83.58,75.30,75.30,1.00,1
2021,6,1,12,33.04,83.60,75.38,75.38,1.00,1
2021,6,1,12,32.26,84.56,62.68,62.68,1.00,1
2021,6,1,12,32.24,83.28,104.46,104.46,1.00,1
2021,6,1,12,32.22,83.30,99.89,99.89,1.00,1
2021,6,1,12,32.22,83.32,99.93,99.93,1.00,1
2021,6,1,12,32.22,83.34,99.93,99.93,1.00,1
2021,6,1,12,31.96,82.66,79.06,79.06,1.00,1
2021,6,1,12,31.96,82.68,79.06,79.06,1.00,1
2021,6,1,12,31.96,82.70,79.06,79.06,1.00,1
2021,6,1,12,31.94,112.90,21.30,21.30,1.00,1
2021,6,1,12,31.94,112.92,21.30,21.30,1.00,1
2021,6,1,12,31.90,112.40,48.92,48.92,3.00,1
2021,6,1,12,31.70,112.74,9.71,9.71,1.00,1
2021,6,1,12,31.66,113.62,15.15,15.15,1.00,1
2021,6,1,12,31.64,82.60,107.74,107.74,1.00,1
2021,6,1,12,31.62,111.78,97.90,97.90,3.00,1
2021,6,1,12,31.60,111.78,115.63,115.63,3.00,1
2021,6,1,12,31.60,111.80,115.63,115.63,3.00,1
2021,6,1,12,31.24,114.04,26.16,26.16,3.00,1
2021,6,1,12,31.18,110.02,64.70,64.70,3.00,1
2021,6,1,12,31.18,110.04,80.77,80.77,3.00,1
2021,6,1,12,31.18,110.06,54.27,54.27,3.00,1
2021,6,1,12,31.18,110.08,54.27,54.27,3.00,1
2021,6,1,12,30.96,82.16,42.03,42.03,1.00,1
2021,6,1,12,30.96,82.18,41.65,41.65,1.00,1
2021,6,1,12,30.96,82.20,41.65,41.65,1.00,1
2021,6,1,12,30.90,113.34,10.28,10.28,3.00,1
2021,6,1,12,30.90,113.36,10.24,10.24,3.00,1
2021,6,1,12,30.90,113.38,29.41,29.41,3.00,1
2021,6,1,12,30.90,114.48,28.82,28.82,3.00,1
2021,6,1,12,30.86,114.08,38.21,38.21,3.00,1
2021,6,1,12,30.86,114.24,22.82,22.82,1.00,1
2021,6,1,12,30.82,114.16,44.35,44.35,3.00,1
2021,6,1,12,30.80,114.16,44.35,44.35,3.00,1
2021,6,1,12,30.80,114.18,44.35,44.35,3.00,1
2021,6,1,12,30.76,80.94,100.82,105.61,1.00,3
2021,6,1,12,30.74,81.82,66.69,79.32,1.00,2
2021,6,1,12,30.72,81.86,68.78,80.98,1.00,2
2021,6,1,12,30.72,81.88,68.78,80.98,1.00,2
2021,6,1,12,30.72,81.90,68.80,81.03,1.00,2
2021,6,1,12,30.70,80.90,43.45,43.45,1.00,1
2021,6,1,12,30.70,80.92,43.45,43.45,1.00,1
2021,6,1,12,30.70,80.94,43.45,43.45,1.00,1
2021,6,1,12,30.68,119.66,100.66,100.66,3.00,1
2021,6,1,12,30.68,119.68,120.52,120.52,3.00,1
2021,6,1,12,30.66,114.40,42.73,42.73,3.00,1
2021,6,1,12,30.66,119.64,55.64,55.64,1.00,1
2021,6,1,12,30.64,82.06,85.33,85.33,1.00,1
2021,6,1,12,30.64,82.08,85.33,85.33,1.00,1
2021,6,1,12,30.64,82.10,85.33,85.33,1.00,1
2021,6,1,12,30.62,119.70,50.94,50.94,1.00,1
2021,6,1,12,30.60,114.12,92.15,92.15,3.00,1
2021,6,1,12,30.56,114.18,14.09,14.09,1.00,1
2021,6,1,12,30.52,110.24,13.32,13.32,3.00,1
2021,6,1,12,30.50,82.10,13.79,13.79,1.00,1
