# 2021   6   1   9  2021   6   1  11  37    .02
#year,month,day,hour,lat,lon,ave(frp),max(frp),ave(confidence),N
2021,6,1,9,59.02,118.54,3.54,3.54,3.00,1
2021,6,1,9,59.00,118.56,4.03,4.03,1.00,1
2021,6,1,9,57.90,105.84,19.83,19.83,1.00,1
2021,6,1,9,57.90,105.86,19.83,19.83,1.00,1
2021,6,1,9,57.88,105.86,19.93,19.93,1.00,1
2021,6,1,9,57.88,105.88,19.93,19.93,1.00,1
2021,6,1,9,55.98,98.02,2.78,2.94,3.00,2
2021,6,1,9,55.98,98.04,2.80,2.96,3.00,2
2021,6,1,9,55.98,98.06,2.81,2.96,3.00,2
2021,6,1,9,55.96,98.06,2.81,2.96,3.00,2
2021,6,1,9,55.96,98.08,2.83,2.99,3.00,2
2021,6,1,9,55.96,98.10,2.84,2.99,3.00,2
2021,6,1,9,55.94,98.10,2.74,3.00,3.00,2
2021,6,1,9,55.94,98.12,2.74,3.00,3.00,2
2021,6,1,9,54.84,101.44,12.57,12.57,3.00,1
2021,6,1,9,52.52,143.16,10.93,10.93,5.00,1
2021,6,1,9,52.52,143.18,10.93,10.93,5.00,1
2021,6,1,9,52.50,143.16,10.93,10.93,5.00,1
2021,6,1,9,52.50,143.18,10.93,10.93,5.00,1
2021,6,1,9,52.48,143.16,7.91,7.91,3.00,1
2021,6,1,9,52.48,143.18,7.91,7.91,3.00,1
2021,6,1,9,52.46,143.16,7.91,7.91,3.00,1
2021,6,1,9,52.46,143.18,7.91,7.91,3.00,1
2021,6,1,9,49.52,140.00,6.67,7.34,3.00,2
2021,6,1,9,49.52,140.02,6.67,7.34,3.00,2
2021,6,1,9,49.52,140.04,5.51,5.64,3.00,2
2021,6,1,9,48.80,119.16,4.76,4.76,1.00,1
2021,6,1,9,48.78,119.16,4.77,4.77,3.00,1
2021,6,1,9,48.78,119.18,4.77,4.77,1.00,1
2021,6,1,9,48.78,119.26,4.97,4.97,3.00,1
2021,6,1,9,48.78,119.28,4.97,4.97,1.00,1
2021,6,1,9,47.58,118.26,4.58,4.58,1.00,1
2021,6,1,9,46.80,120.98,8.41,8.41,3.00,1
2021,6,1,9,46.80,121.00,8.41,8.41,3.00,1
2021,6,1,9,46.78,121.00,8.37,8.37,3.00,1
2021,6,1,9,43.34,145.24,12.06,12.06,3.00,1
2021,6,1,9,43.32,145.24,12.09,12.09,3.00,1
2021,6,1,9,38.50,117.58,22.12,22.12,3.00,1
2021,6,1,9,38.50,117.60,22.12,22.12,3.00,1
2021,6,1,9,38.48,117.60,19.52,22.39,2.00,2
2021,6,1,9,36.64,109.48,4.37,5.21,2.33,6
2021,6,1,9,36.64,109.50,4.37,5.21,2.33,6
2021,6,1,9,36.36,109.98,4.95,4.95,1.00,1
2021,6,1,9,35.94,140.66,8.98,9.82,1.00,2
2021,6,1,9,35.92,140.68,8.06,8.06,1.00,1
2021,6,1,9,35.92,140.70,8.06,8.06,1.00,1
2021,6,1,9,35.60,140.10,7.37,7.37,1.00,1
2021,6,1,9,35.56,140.10,9.40,11.69,1.00,3
2021,6,1,9,35.36,132.74,13.66,13.66,1.00,1
2021,6,1,9,35.04,136.86,11.98,14.01,1.00,2
2021,6,1,9,35.04,136.88,12.88,14.45,1.00,3
2021,6,1,9,35.02,136.86,11.08,11.08,1.00,1
2021,6,1,9,35.00,136.86,10.74,11.04,1.00,2
2021,6,1,9,35.00,136.88,8.93,8.93,1.00,1
2021,6,1,9,34.86,127.34,21.82,21.82,3.00,1
2021,6,1,9,34.46,133.44,22.28,34.68,1.00,5
2021,6,1,9,32.92,105.02,20.18,20.18,3.00,1
2021,6,1,9,32.90,105.04,13.98,13.98,3.00,1
2021,6,1,9,29.36,80.12,24.32,24.32,3.00,1
2021,6,1,9,28.70,81.68,14.05,14.05,3.00,1
2021,6,1,9,28.68,81.70,13.53,13.53,3.00,1
2021,6,1,9,28.68,81.72,13.57,13.57,1.00,1
2021,6,1,9,22.78,86.16,13.85,17.46,1.00,3
2021,6,1,9,22.78,86.18,13.86,17.50,1.00,3
2021,6,1,9,22.18,105.24,25.61,25.61,3.00,1
2021,6,1,9,22.16,105.24,25.61,25.61,3.00,1
2021,6,1,9,22.16,105.26,25.61,25.61,3.00,1
2021,6,1,9,22.06,105.38,40.39,40.39,1.00,1
2021,6,1,9,22.06,105.40,40.39,40.39,1.00,1
2021,6,1,9,22.04,105.40,71.24,71.24,1.00,1
2021,6,1,9,22.04,105.42,46.86,46.86,1.00,1
2021,6,1,9,21.84,105.46,57.18,57.18,1.00,1
2021,6,1,9,21.84,105.48,59.69,68.59,1.00,2
2021,6,1,9,21.84,105.50,59.66,68.54,1.00,2
2021,6,1,9,21.82,105.50,31.88,34.41,1.00,2
2021,6,1,9,21.74,105.52,69.28,69.28,1.00,1
2021,6,1,9,21.74,105.54,69.28,69.28,1.00,1
2021,6,1,9,21.36,107.52,58.03,58.03,3.00,1
2021,6,1,9,21.34,107.32,49.43,49.43,1.00,1
2021,6,1,9,21.34,107.34,49.43,49.43,1.00,1
2021,6,1,9,21.34,107.52,82.61,82.61,3.00,1
2021,6,1,9,21.34,107.54,82.61,82.61,3.00,1
2021,6,1,9,21.30,107.26,55.16,55.16,3.00,1
2021,6,1,9,21.20,106.94,103.67,103.67,1.00,1
2021,6,1,9,21.16,106.64,48.46,48.46,1.00,1
2021,6,1,9,21.02,104.94,116.03,116.03,3.00,1
2021,6,1,9,21.02,104.96,100.61,100.61,5.00,1
2021,6,1,9,21.02,104.98,100.56,100.56,5.00,1
2021,6,1,9,20.92,107.46,63.96,78.71,4.50,4
2021,6,1,9,20.92,107.48,21.34,21.34,3.00,1
2021,6,1,9,20.90,107.46,32.64,32.64,3.00,1
2021,6,1,9,20.50,105.42,28.30,28.30,1.00,1
2021,6,1,9,20.50,105.44,28.30,28.30,1.00,1
2021,6,1,9,20.44,106.16,13.08,13.08,1.00,1
2021,6,1,9,20.44,106.34,12.57,12.57,1.00,1
2021,6,1,9,19.52,105.38,77.20,80.09,5.00,2
2021,6,1,9,19.52,105.40,77.20,80.09,5.00,2
2021,6,1,9,19.52,105.42,51.18,51.18,5.00,1
2021,6,1,9,18.66,102.68,25.38,25.38,1.00,1
2021,6,1,9,18.64,102.68,26.32,26.32,1.00,1
2021,6,1,9,18.60,96.16,27.35,27.35,1.00,1
2021,6,1,9,18.60,96.22,19.27,19.27,1.00,1
2021,6,1,9,18.60,96.24,19.27,19.27,1.00,1
2021,6,1,9,18.58,96.16,27.87,27.87,1.00,1
2021,6,1,9,18.58,96.18,27.87,27.87,1.00,1
2021,6,1,9,18.58,102.44,41.64,73.65,1.00,4
2021,6,1,9,18.56,96.20,22.04,22.04,1.00,1
2021,6,1,9,18.56,96.22,22.04,22.04,1.00,1
2021,6,1,9,18.56,102.46,36.17,57.53,1.00,4
2021,6,1,9,18.42,96.22,19.41,19.41,1.00,1
2021,6,1,9,18.42,96.24,19.41,19.41,1.00,1
2021,6,1,9,18.20,96.22,27.05,34.05,1.00,4
2021,6,1,9,18.20,96.24,27.05,34.05,1.00,4
2021,6,1,9,18.14,96.22,19.12,19.12,1.00,1
2021,6,1,9,18.12,96.22,25.37,29.44,1.00,3
2021,6,1,9,18.12,96.24,25.37,29.44,1.00,3
2021,6,1,9,18.00,96.30,27.98,27.98,1.00,1
2021,6,1,9,18.00,96.32,27.98,27.98,1.00,1
2021,6,1,9,17.98,102.58,18.23,18.23,1.00,1
2021,6,1,9,17.98,102.60,18.23,18.23,1.00,1
2021,6,1,9,17.78,95.94,19.35,19.35,1.00,1
2021,6,1,9,17.78,95.96,19.35,19.35,1.00,1
2021,6,1,9,17.78,96.14,24.31,24.31,1.00,1
2021,6,1,9,17.58,96.34,23.74,23.74,1.00,1
2021,6,1,9,17.58,96.36,23.37,23.37,1.00,1
2021,6,1,9,17.52,121.54,53.85,55.01,3.00,2
2021,6,1,9,17.40,102.78,16.08,16.46,1.00,2
2021,6,1,9,17.40,102.80,16.08,16.46,1.00,2
2021,6,1,9,17.28,96.26,44.13,44.13,1.00,1
2021,6,1,9,17.28,96.28,44.13,44.13,1.00,1
2021,6,1,9,16.88,122.02,32.00,32.00,3.00,1
2021,6,1,9,16.70,105.90,24.53,34.20,2.33,3
2021,6,1,9,16.70,105.92,26.98,34.20,3.00,2
2021,6,1,9,16.68,105.92,14.77,14.77,1.00,1
2021,6,1,9,16.56,104.70,12.21,12.21,1.00,1
2021,6,1,9,16.56,104.72,12.21,12.21,1.00,1
2021,6,1,9,16.54,104.70,11.73,11.73,1.00,1
2021,6,1,9,16.54,104.72,11.73,11.73,1.00,1
2021,6,1,9,16.44,102.82,8.79,8.79,1.00,1
2021,6,1,9,15.00,103.06,10.35,10.35,1.00,1
2021,6,1,9,15.00,103.08,10.35,10.35,1.00,1
2021,6,1,9,15.00,103.10,13.29,15.85,1.00,2
2021,6,1,9,14.98,103.08,11.78,11.78,1.00,1
2021,6,1,9,14.88,103.48,10.85,11.78,1.00,2
2021,6,1,9,14.88,103.50,12.79,12.98,1.00,2
2021,6,1,9,14.86,103.50,12.55,12.55,1.00,1
2021,6,1,9,14.46,102.28,129.07,129.07,1.00,1
2021,6,1,9,14.46,102.30,129.07,129.07,1.00,1
2021,6,1,9,14.36,104.26,41.76,41.76,1.00,1
2021,6,1,9,13.94,103.22,12.27,18.95,1.80,5
2021,6,1,9,13.72,105.58,27.23,27.23,3.00,1
2021,6,1,9,13.72,105.60,23.57,23.57,1.00,1
2021,6,1,9,13.54,103.96,48.83,74.76,1.67,3
2021,6,1,9,13.54,103.98,48.83,74.76,1.67,3
2021,6,1,9,13.54,104.00,41.36,41.36,1.00,1
2021,6,1,9,13.06,105.88,46.93,47.96,2.33,3
2021,6,1,9,13.06,105.90,46.93,47.96,2.33,3
2021,6,1,9,13.04,105.86,51.58,51.58,1.00,1
2021,6,1,9,13.04,105.88,51.58,51.58,1.00,1
2021,6,1,9,13.04,105.90,50.04,54.39,1.00,3
2021,6,1,9,2.12,100.20,13.61,13.61,3.00,1
2021,6,1,9,1.36,104.16,9.13,9.13,1.00,1
2021,6,1,9,-1.46,127.42,28.51,31.68,2.00,2
2021,6,1,9,-2.58,121.38,59.70,67.47,1.00,2
2021,6,1,9,-2.58,121.40,26.63,26.63,1.00,1
2021,6,1,9,-2.88,122.16,34.65,34.65,1.00,1
2021,6,1,9,-3.20,104.12,23.61,23.61,3.00,1
2021,6,1,9,-3.94,104.74,91.83,91.83,5.00,1
2021,6,1,9,-3.94,104.76,42.04,42.04,3.00,1
