# 2021   6   1  21  2021   6   1  22  37    .02
#year,month,day,hour,lat,lon,ave(frp),max(frp),ave(confidence),N
2021,6,1,21,58.48,107.52,8.34,9.40,1.00,2
2021,6,1,21,58.48,107.54,8.28,9.40,1.00,2
2021,6,1,21,58.48,107.56,8.28,9.40,1.00,2
2021,6,1,21,58.48,107.58,7.65,10.46,1.00,6
2021,6,1,21,58.48,107.60,7.65,10.46,1.00,6
2021,6,1,21,58.46,107.54,8.28,9.40,1.00,2
2021,6,1,21,58.46,107.56,8.28,9.40,1.00,2
2021,6,1,21,58.46,107.58,8.28,9.40,1.00,2
2021,6,1,21,58.46,107.60,7.59,10.28,1.00,6
2021,6,1,21,58.46,107.62,7.59,10.28,1.00,6
2021,6,1,21,58.44,107.58,8.21,9.25,1.00,2
2021,6,1,21,58.44,107.60,8.21,9.25,1.00,2
2021,6,1,21,58.44,107.62,7.57,10.28,1.00,6
2021,6,1,21,58.44,107.64,7.58,10.28,1.00,6
2021,6,1,21,58.08,106.46,11.92,14.80,1.00,3
2021,6,1,21,58.06,106.48,11.73,14.49,1.00,3
2021,6,1,21,58.06,106.50,11.73,14.49,1.00,3
2021,6,1,21,58.06,106.52,11.74,14.49,1.00,3
2021,6,1,21,58.06,106.54,11.33,13.28,1.00,2
2021,6,1,21,58.06,106.56,11.33,13.28,1.00,2
2021,6,1,21,58.04,106.50,9.96,14.49,1.00,4
2021,6,1,21,58.04,106.52,11.75,14.51,1.00,3
2021,6,1,21,58.04,106.54,11.75,14.51,1.00,3
2021,6,1,21,58.04,106.56,11.34,13.28,1.00,2
2021,6,1,21,58.04,106.58,11.34,13.28,1.00,2
2021,6,1,21,58.04,106.74,9.38,9.38,1.00,1
2021,6,1,21,58.04,106.76,9.38,9.38,1.00,1
2021,6,1,21,58.02,106.76,9.42,9.42,1.00,1
2021,6,1,21,58.02,106.78,9.42,9.42,1.00,1
2021,6,1,21,58.02,106.80,6.89,9.44,1.00,3
2021,6,1,21,58.00,106.78,6.36,7.42,1.00,3
2021,6,1,21,58.00,106.80,5.95,7.42,1.00,4
2021,6,1,21,58.00,106.82,6.71,9.44,1.00,3
2021,6,1,21,57.98,106.82,6.47,7.50,1.00,4
2021,6,1,21,57.98,106.84,6.47,7.50,1.00,4
2021,6,1,21,57.96,105.76,13.65,13.65,3.00,1
2021,6,1,21,57.96,105.78,13.65,13.65,1.00,1
